TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,AccPedal,BrakePedal
0,1,0,0,0,0,0,0,0,0,0
0.2095761,1,0,0,0,0,0,0,0,0,0
0.4189887,1,0,0,0,0,0,0,0,0,0
0.6316161,1,0,0,0,0,0,0,0,0,0
0.8443179,1,0,0,0,0,0,0,0,0,0
1.053143,1,0,0,0,0,0,0,0,0,0
1.261124,1,0,0,0,0,0,0,0,0,0
1.471077,1,0,0,0,0,0,0,0,0,0
1.679339,1,0,0,0,0,0,0,0,0,0
1.887737,1,0,0,0,0,0,0,0,0,0
2.09616,1,0,0,0,0,0,0,0,0,0
2.304468,1,0,0,0,0,0,0,0,0,0
2.512627,1,0,0,0,0,0,0,0,0,0
2.721063,1,0,0,0,0,0,0,0,0,0
2.926669,1,0,0,0,0,0,0,0,0,0
3.134589,1,0,0,0,0,0,0,0,0,0
3.343194,1,0,0,0,0,0,0,0,0,0
3.552724,1,0,0,0,0,0,0,0,0,0
3.760071,1,0,0,0,0,0,0,0,0,0
3.969247,1,0,0,0,0,0,0,0,0,0
4.177786,1,0,0,0,0,0,0,0,0,0
4.387148,1,0,0,0,0,0,0,0,0,0
4.595785,1,0,0,0,0,0,0,0,0,0
4.804345,1,0,0,0,0,0,0,0,0,0
5.012906,1,0,0,0,0,0,0,0,0,0
5.221554,1,0,0,0,0,0,0,0,0,0
5.430171,1,0,0,0,0,0,0,0,0,0
5.638737,1,0,0,0,0,0,0,0,0,0
5.847119,1,0,0,0,0,0,0,0,0,0
6.055686,1,0,0,0,0,0,0,0,0,0
6.264403,1,0,0,0,0,0,0,0,0,0
6.472493,1,0,0,0,0,0,0,0,0,0
6.68098,1,0,0,0,0,0,0,0,0,0
6.889486,1,0,0,0,0,0,0,0,0,0
7.098045,1,0,0,0,0,0,0,0,0,0
7.306399,1,0,0,0,0,0,0,0,0,0
7.514791,1,0,0,0,0,0,0,0,0,0
7.723138,1,0,0,0,0,0,0,0,0,0
7.931713,1,0,0,0,0,0,0,0,0,0
8.138315,1,0,0,0,0,0,0,0,0,0
8.346707,1,0,0,0,0,0,0,0,0,0
8.555547,1,0,0,0,0,0,0,0,0,0
8.763763,1,0,0,0,0,0,0,0,0,0
8.972505,1,0,0,0,0,0,0,0,0,0
9.180961,1,0,0,0,0,0,0,0,0,0
9.389628,1,0,0,0,0,0,0,0,0,0
9.598228,1,0,0,0,0,0,0,0,0,0
9.806398,1,0,0,0,0,0,0,0,0,0
10.01523,1,0,0,0,0,0,0,0,0,0
10.22329,1,0,0,0,0,0,0,0,0,0
10.43183,1,0,0,0,0,0,0,0,0,0
10.64004,1,0,0,0,0,0,0,0,0,0
10.84844,1,0,0,0,0,0,0,0,0,0
11.05759,1,0,0,0,0,0,0,0,0,0
11.26531,1,0,0,0,0,0,0,0,0,0
11.47373,1,0,0,0,0,0,0,0,0,0
11.682,1,0,0,0,0,0,0,0,0,0
11.89071,1,0,0,0,0,0,0,0,0,0
12.09875,1,0,0,0,0,0,0,0,0,0
12.30729,1,0,0,0,0,0,0,0,0,0
12.51532,1,0,0,0,0,0,0,0,0,0
12.72386,1,0,0,0,0,0,0,0,0,0
12.93222,1,0,0,0,0,0,0,0,0,0
13.14069,1,0,0,0,0,0,0,0,0,0
13.34858,1,0,0,0,0,0,0,0,0,0
13.55713,1,0,0,0,0,0,0,0,0,0
13.76542,1,0,0,0,0,0,0,0,0,0
13.97399,1,0,0,0,0,0,0,0,0,0
14.18219,1,0,0,0,0,0,0,0,0,0
14.39055,1,0,0,0,0,0,0,0,0,0
14.59872,1,0,0,0,0,0,0,0,0,0
14.8074,1,0,0,0,0,0,0,0,0,0
15.01555,1,0,0,0,0,0,0,0,0,0
15.22403,1,0,0,0,0,0,0,0,0,0
15.43167,1,0,0,0,0,0,0,0,0,0
15.64041,1,0,0,0,0,0,0,0,0,0
15.84866,1,0,0,0,0,0,0,0,0,0
16.05744,1,0,0,0,0,0,0,0,0,0
16.26547,1,0,0,0,0,0,0,0,0,0
16.47391,1,0,0,0,0,0,0,0,0,0
16.68182,1,0,0,0,0,0,0,0,0,0
16.89049,1,0,0,0,0,0,0,0,0,0
17.09882,1,0,0,0,0,0,0,0,0,0
17.30703,1,0,0,0,0,0,0,0,0,0
17.51525,1,0,0,0,0,0,0,0,0,0
17.72359,1,0,0,0,0,0,0,0,0,0
17.93192,1,0,0,0,0,0,0,0,0,0
18.14052,1,0,0,0,0,0,0,0,0,0
18.34868,1,0,0,0,0,0,0,0,0,0
18.55699,1,0,0,0,0,0,0,0,0,0
18.7653,1,0,0,0,0,0,0,0,0,0
18.9735,1,0,0,0,0,0,0,0,0,0
19.18161,1,0,0,0,0,0,0,0,0,0
19.39164,1,0,0,0,0,0,0,0,0,0
19.59533,1,0,0,0,0,0,0,0,0,0
