TimeSinceStart,IsLeftTracked,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,IsRightTracked,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2095761,1,-0.4341584,1.128657,-0.4825629,293.6257,12.15975,184.4381,1,-0.3644295,1.136059,-0.1273432,55.60117,338.8446,330.84
0.4189887,1,-0.4784561,1.152586,-0.4345003,289.2592,31.63398,174.4435,1,-0.3554594,1.154052,-0.1007542,64.22701,338.7253,321.735
0.6316161,1,-0.5300223,1.211696,-0.2927703,296.6992,204.7295,24.25106,1,-0.3799105,1.205749,-0.04757734,31.73344,202.0923,191.6113
0.8443179,1,-0.4868528,1.213117,-0.2209734,328.103,228.5983,33.36891,1,-0.3121657,1.225837,-0.03077459,25.13433,214.7754,215.9307
1.053143,1,-0.4623351,1.217475,-0.1977949,321.617,231.3144,30.08116,1,-0.2405569,1.230992,-0.0003649592,34.05191,224.275,221.9217
1.261124,1,-0.4291294,1.2347,-0.194935,333.5794,90.14336,153.2879,1,-0.1739393,1.269049,-0.001356572,47.50716,8.916764,322.5867
1.471077,1,-0.3985748,1.24208,-0.2383343,42.09237,74.84943,175.334,1,-0.1202958,1.258293,0.02121551,327.6638,21.70958,343.6077
1.679339,1,-0.3452812,1.260137,-0.2654786,38.90984,66.91347,171.6181,1,-0.09342553,1.277665,-0.01269832,324.985,20.71889,346.5377
1.887737,1,-0.3308809,1.261889,-0.2459797,41.58858,68.8703,173.1083,1,-0.07538208,1.294469,-0.01955093,340.5592,2.744332,359.0746
2.09616,1,-0.2596138,1.336621,-0.2277636,16.28548,79.29419,183.0349,1,-0.04089961,1.204764,-0.00800702,12.64249,13.05378,326.2666
2.304468,1,-0.2374922,1.344761,-0.2194992,342.1956,106.2142,154.4738,1,-0.02302714,1.059592,-0.1301026,64.18044,39.00764,337.8877
2.512627,1,-0.2271532,1.294531,-0.1757801,346.2145,122.9553,153.6552,1,0.01788803,1.05565,-0.1538946,49.55252,64.50581,3.365123
2.721063,1,-0.2440065,1.160574,-0.1262501,340.1716,127.7246,154.0221,1,0.0670854,1.268506,-0.208611,75.04366,333.7933,241.6883
2.926669,1,-0.1274992,1.226852,-0.07606387,296.2104,152.0384,134.8112,1,0.1115364,1.213672,-0.2222554,62.11858,34.23776,299.3664
3.134589,1,-0.03458527,1.372131,-0.173881,330.4635,179.2178,119.3475,1,0.1716233,1.092292,-0.2695895,68.75806,154.306,52.45258
3.343194,1,-0.008732364,1.191816,-0.114709,350.1599,137.5984,155.5089,1,0.2147063,1.150359,-0.2452554,35.76365,87.30135,340.7456
3.552724,1,-0.1539781,1.363261,-0.1728679,17.37068,124.1141,132.7092,1,0.3228535,1.308586,-0.2587594,0.9690639,61.70644,323.0255
3.760071,1,-0.2288093,1.588095,-0.2275032,35.4001,102.4486,118.9897,1,0.3959905,1.577466,-0.2240334,338.2084,57.89934,306.5654
3.969247,1,-0.2225312,1.635981,-0.1680494,7.842903,95.78851,136.577,1,0.4160044,1.628611,-0.1224945,349.4377,63.48257,302.7382
4.177786,1,-0.09256689,1.432439,-0.2589221,343.4866,148.0804,110.9147,1,0.2718519,1.415848,-0.1389498,7.333219,23.65335,274.0754
4.387148,1,-0.1659902,1.416867,-0.1289954,319.1165,107.7013,140.1232,1,0.07511901,1.347967,0.03352149,37.88711,35.41559,324.4552
4.595785,1,-0.05280346,1.48724,-0.1948153,11.41616,116.7652,143.5289,1,-0.08037467,1.301929,-0.01868163,17.42196,46.9268,341.1179
4.804345,1,-0.3226372,1.455829,-0.1633538,31.15479,87.68169,170.6895,1,-0.2509772,1.309103,-0.1575666,351.6763,12.39505,9.602599
5.012906,1,-0.5701294,1.423838,-0.3047741,32.73903,74.96082,182.0003,1,-0.2437917,1.437786,-0.2097858,347.9041,3.217624,1.045624
5.221554,1,-0.5948489,1.349308,-0.4255175,356.0877,72.01851,164.3341,1,-0.2784251,1.51325,-0.1719029,345.0746,0.9610617,338.5115
5.430171,1,-0.5688933,1.304979,-0.530166,4.90723,78.64634,158.5434,1,-0.2182702,1.570341,-0.05964659,337.1023,17.08776,327.1113
5.638737,1,-0.5817516,1.274008,-0.6386493,3.623815,71.83814,161.9901,1,-0.07324288,1.672266,0.0126445,331.7535,44.03392,326.8444
5.847119,1,-0.621051,1.226931,-0.8295162,11.63412,47.4653,191.9721,1,0.02674687,1.784329,-0.009612143,337.5393,62.17607,306.4975
6.055686,1,-0.5448406,1.228939,-0.9703827,9.50841,12.14181,192.2468,1,0.07296051,1.877118,-0.02415058,348.8921,74.24224,301.6647
6.264403,0,0,0,0,0,0,0,1,0.1019634,1.946508,-0.03344914,0.9939397,76.73327,296.081
