TimeSinceStart,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ
0,0,0,0,0,0,0
0.2082314,-0.004093716,1.050018,-0.005918543,18.48664,355.7987,357.2147
0.4088454,0.04118685,1.047983,-0.008381046,18.60766,21.88496,3.202571
0.6177535,0.08545151,1.030663,-0.009371351,25.35886,36.60118,3.231354
0.8267169,0.1277416,1.014241,-0.01169394,32.27784,55.46504,3.153032
1.035554,0.1480016,1.000977,-0.02474425,37.63948,68.40329,3.347115
1.244101,0.1504936,1.000306,-0.02837913,38.46175,67.61383,3.046989
1.452775,0.1436618,1.002572,-0.02318755,37.35952,58.53961,359.2231
1.661394,0.1295967,1.009641,-0.01103281,34.50553,50.16103,357.2184
1.869653,0.1171506,1.012695,0.00075546,33.22651,47.08559,359.4523
2.078468,0.1060073,1.015051,0.009717956,32.31492,42.91061,359.7263
2.28727,0.1017415,1.017646,0.01173715,31.17375,41.0028,359.4163
2.495844,0.1018995,1.018018,0.007993558,31.00704,41.63933,358.6366
2.704391,0.1134291,1.016348,-0.007875017,31.36173,50.67652,358.5035
2.912902,0.131367,1.013794,-0.03294915,31.78585,61.70842,358.8939
3.121513,0.1410541,1.005643,-0.05268357,33.84083,72.82531,0.4275118
3.329802,0.1334683,1.007954,-0.03745396,34.15245,65.85844,358.2635
3.537881,0.1267123,1.014675,0.002642565,32.07873,47.18079,348.3904
3.746552,0.1339263,1.016191,0.018433,31.87009,48.361,351.7004
3.955938,0.1586673,1.017817,-0.01497783,32.68018,78.4601,4.820508
4.164264,0.1743428,1.025077,-0.02357318,31.30931,95.85317,11.22557
4.372333,0.1852209,1.034374,-0.02475737,28.40498,112.9643,16.11788
4.581101,0.1887073,1.039252,-0.02086482,28.88116,122.3864,17.10077
4.78937,0.1967898,1.038548,-0.01824636,28.79973,124.6587,15.74391
4.996206,0.2029933,1.035738,-0.02072795,30.06503,125.5655,16.44319
5.204866,0.2084408,1.034567,-0.02531622,30.93523,125.4977,15.94057
5.4138,0.2121699,1.033594,-0.02591748,30.97496,124.5341,15.5298
5.62176,0.2103086,1.033688,-0.02561496,30.74911,123.992,15.25553
5.830805,0.2071393,1.034296,-0.0241881,30.77508,123.886,14.83286
6.039394,0.2049447,1.035748,-0.02422478,30.38849,124.165,14.62544
6.247904,0.2046654,1.035646,-0.0267917,30.42153,124.2011,14.41437
6.456306,0.2079764,1.033979,-0.03039187,30.85174,124.1335,14.16496
6.664802,0.2136195,1.037521,-0.03718,30.33761,123.282,12.3482
6.873054,0.213333,1.043029,-0.06092965,28.57821,130.5192,11.85916
7.081153,0.2177093,1.042905,-0.08079141,28.83441,134.6904,10.98195
7.290063,0.2243401,1.043007,-0.09233208,28.9458,136.2821,10.96768
7.498586,0.2370869,1.037969,-0.09059297,32.25619,130.5271,9.611961
7.707063,0.2629536,1.020655,-0.0163835,42.07471,80.6464,345.8449
7.916121,0.270185,1.016407,0.005489069,42.9397,71.47655,342.1414
8.124378,0.2703863,1.017719,-0.03005484,41.99622,100.1879,0.2955089
8.332647,0.2526693,1.030367,-0.06662795,33.91031,124.9981,14.52219
8.541109,0.2353934,1.041472,-0.08278947,29.40016,132.2657,15.43873
8.749946,0.2288373,1.043187,-0.0893737,28.70601,133.1217,14.66359
8.9573,0.2271498,1.042665,-0.09515278,28.59317,133.6518,14.22878
9.165547,0.2258776,1.04262,-0.09813904,28.47454,134.0342,13.876
9.37496,0.2248565,1.043874,-0.09914611,28.03129,134.4222,13.72375
