TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,PedalInput
0,1,0,0,0,0,0,0,0,0
0.1012444,1,0,0,0,0,0,0,0,0
0.2012749,1,0,0,0,0,0,0,0,0
0.3040609,1,0,0,0,0,0,0,0,0
0.4172511,1,0,0,0,0,0,0,0,0
0.5290532,1,0,0,0,0,0,0,0,0
0.6403351,1,0,0,0,0,0,0,0,0
0.7514553,1,0,0,0,0,0,0,0,0
0.8625994,1,0,0,0,0,0,0,0,0
0.9743214,1,0,0,0,0,0,0,0,0
1.085769,1,0,0,0,0,0,0,0,0
1.197017,1,0,0,0,0,0,0,0,0
1.307976,1,0,0,0,0,0,0,0,0
1.419518,1,0,0,0,0,0,0,0,0
1.53093,1,0,0,0,0,0,0,0,0
1.64233,1,0,0,0,0,0,0,0,0
1.753943,1,0,0,0,0,0,0,0,0
1.865306,1,0,0,0,0,0,0,0,0
1.976356,1,0,0,0,0,0,0,0,0
2.087798,1,0,0,0,0,0,0,0,0
2.199216,1,0,0,0,0,0,0,0,0
2.310481,1,0,0,0,0,0,0,0,0
2.421638,1,0,0,0,0,0,0,0,0
2.533001,1,0,0.01104779,0,0,0,0,0,0
2.644138,1,0,0.1700017,0,0,0,0,0,0
2.755306,1,0,0.3829906,0,0,0,0,0,0
2.866505,1,0,0.5961301,0,0,0,0,0,0
2.977545,1,0,0.8092617,0,0,0,0,0,0
3.089432,1,0,0.9623505,0,0,0,0,0,0
3.200313,1,0,1.008263,0,0,0,0,0,0
3.311235,1,0,1.008263,0,0,0,0,0,0
3.422337,1,0,1.008263,0,0,0,0,0,0
3.533424,1,0,1.008263,0,0,0,0,0,0
3.644559,1,0,1.001194,0,0,0,0,0,0
3.75596,1,0,0.8690119,0,0,0,0,0,0
3.867079,1,0,0.6603014,0,0,0,0,0,0
3.978587,1,0,0.4489356,0,0,0,0,0,0
4.0895,1,0,0.2383016,0,0,0,0,0,0
4.200784,1,0,0.1645908,0,0,0,0,0,0
4.311905,1,0,0.1645908,0,0,0,0,0,0
4.423932,1,0,0.1645908,0,0,0,0,0,0
4.534281,1,0,0.1645908,0,0,0,0,0,0
4.645312,1,0,0.1645908,0,0,0,0,0,0
4.756766,1,0,0.1645908,0,0,0,0,0,0
4.86786,1,0,0.1645908,0,0,0,0,0,0
4.979008,1,0,0.1645908,0,0,0,0,0,0
5.090088,1,0,0.1645908,0,0,0,0,0,0
5.201459,1,0,0.1645908,0,0,0,0,0,0
5.312503,1,0,0.1645908,0,0,0,0,0,0
5.423787,1,0,0.1645908,0,0,0,0,0,0
5.53496,1,0,0.1645908,0,0,0,0,0,0
5.645709,1,0,0.1645908,0,0,0,0,0,0
5.757131,1,0,0.1645908,0,0,0,0,0,0
5.868288,1,0,0.1645908,0,0,0,0,0,0
5.97962,1,0,0.1645908,0,0,0,0,0,0
6.090692,1,0,0.1645908,0,0,0,0,0,0
6.20188,1,0,0.1645908,0,0,0,0,0,0
6.312812,1,0,0.1645908,0,0,0,0,0,0
6.424062,1,0,0.1645908,0,0,0,0,0,0
6.535276,1,0,0.1645908,0,0,0,0,0,0
6.646385,1,0,0.1645908,0,0,0,0,0,0
6.757546,1,0,0.1645908,0,0,0,0,0,0
6.868826,1,0,0.1645908,0,0,0,0,0,0
6.980245,1,0,0.1645908,0,0,0,0,0,0
7.090965,1,0,0.1645908,0,0,0,0,0,0
7.20208,1,0,0.1645908,0,0,0,0,0,0
7.313295,1,0,0.1645908,0,0,0,0,0,0
7.424664,1,0,0.1645908,0,0,0,0,0,0
7.535442,1,0,0.1645908,0,0,0,0,0,0
7.646701,1,0,0.1645908,0,0,0,0,0,0
7.757701,1,0,0.1645908,0,0,0,0,0,0
7.868821,1,0,0.1645908,0,0,0,0,0,0
7.979893,1,0,0.1645908,0,0,0,0,0,0
8.090753,1,0,0.1645908,0,0,0,0,0,0
8.202667,1,0,0.2234945,0,0,0,0,0,0
8.313218,1,0,0.4365973,0,0,0,0,0,0
8.424668,1,0,0.6535449,0,0,0,0,0,0
8.535711,1,0,0.8724495,0,0,0,0,0,0
8.646659,1,0,0.9724811,0,0,0,0,0,0
8.757968,1,0,0.9724811,0,0,0,0,0,0
8.868821,1,0,0.9724811,0,0,0,0,0,0
8.98015,1,0,0.9724811,0,0,0,0,0,0
9.09131,1,0,0.9724811,0,0,0,0,0,0
9.202535,1,0,0.948309,0,0,0,0,0,0
9.313579,1,0,0.7517042,0,0,0,0,0,0
9.424828,1,0,0.5382284,0,0,0,0,0,0
9.535861,1,0,0.3240908,0,0,0,0,0,0
9.646794,1,0,0.1097028,0,0,0,0,0,0
9.757993,1,0,-0.1049794,0,0,0,0,0,0
9.869358,1,0,-0.3204772,0,0,0,0,0,0
9.980144,1,0,-0.3611573,0,0,0,0,0,0
10.09118,1,0,-0.3611573,0,0,0,0,0,0
10.20223,1,0,-0.3611573,0,0,0,0,0,0
10.31338,1,0,-0.3611573,0,0,0,0,0,0
10.42491,1,0,-0.3611573,0,0,0,0,0,0
10.53572,1,0,-0.3611573,0,0,0,0,0,0
10.64673,1,0,-0.3611573,0,0,0,0,0,0
10.75793,1,0,-0.3611573,0,0,0,0,0,0
10.86914,1,0,-0.3611573,0,0,0,0,0,0
10.97997,1,0,-0.3611573,0,0,0,0,0,0
11.09134,1,0,-0.3611573,0,0,0,0,0,0
11.20248,1,0,-0.3611573,0,0,0,0,0,0
11.3135,1,0,-0.3611573,0,0,0,0,0,0
11.42471,1,0,-0.3611573,0,0,0,0,0,0
11.53611,1,0,-0.3611573,0,0,0,0,0,0
11.647,1,0,-0.3611573,0,0,0,0,0,0
11.75845,1,0,-0.3611573,0,0,0,0,0,0
11.86978,1,0,-0.3611573,0,0,0,0,0,0
11.98032,1,0,-0.3611573,0,0,0,0,0,0
12.09124,1,0,-0.3611573,0,0,0,0,0,0
12.20269,1,0,-0.3611573,0,0,0,0,0,0
12.31368,1,0,-0.3611573,0,0,0,0,0,0
12.42472,1,0,-0.3611573,0,0,0,0,0,0
12.53624,1,0,-0.3611573,0,0,0,0,0,0
12.64714,1,0,-0.3611573,0,0,0,0,0,0
12.75843,1,0,-0.3611573,0,0,0,0,0,0
12.86951,1,0,-0.3611573,0,0,0,0,0,0
12.98034,1,0,-0.3611573,0,0,0,0,0,0
13.0913,1,0,-0.3611573,0,0,0,0,0,0
13.20272,1,0,-0.3611573,0,0,0,0,0,0
13.31346,1,0,-0.3611573,0,0,0,0,0,0
13.42478,1,0,-0.3611573,0,0,0,0,0,0
13.53652,1,0,-0.3611573,0,0,0,0,0,0
13.64725,1,0,-0.3611573,0,0,0,0,0,0
13.75843,1,0,-0.3611573,0,0,0,0,0,0
13.86947,1,0,-0.3611573,0,0,0,0,0,0
13.98045,1,0,-0.3611573,0,0,0,0,0,0
14.09164,1,0,-0.3611573,0,0,0,0,0,0
14.20305,1,0,-0.3611573,0,0,0,0,0,0
14.31377,1,0,-0.3611573,0,0,0,0,0,0
14.42489,1,0,-0.3611573,0,0,0,0,0,0
14.53626,1,0,-0.3611573,0,0,0,0,0,0
14.6472,1,0,-0.3611573,0,0,0,0,0,0
14.75846,1,0,-0.3611573,0,0,0,0,0,0
14.86963,1,0,-0.3611573,0,0,0,0,0,0
14.98047,1,0,-0.3611573,0,0,0,0,0,0
15.09213,1,0,-0.3611573,0,0,0,0,0,0
15.20252,1,0,-0.3611573,0,0,0,0,0,0
15.31338,1,0,-0.3611573,0,0,0,0,0,0
15.42469,1,0,-0.3611573,0,0,0,0,0,0
15.53605,1,0,-0.3611573,0,0,0,0,0,0
15.64695,1,0,-0.3611573,0,0,0,0,0,0
15.75819,1,0,-0.3611573,0,0,0,0,0,0
15.86947,1,0,-0.3611573,0,0,0,0,0,0
15.98042,1,0,-0.3611573,0,0,0,0,0,0
16.09187,1,0,-0.3611573,0,0,0,0,0,0
16.20313,1,0,-0.3611573,0,0,0,0,0,0
16.31416,1,0,-0.3611573,0,0,0,0,0,0
16.42538,1,0,-0.3611573,0,0,0,0,0,0
