TimeSinceStart,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ
0,0,0,0,0,0,0
0.1012444,-0.003592372,1.226483,-0.1319205,4.188967,18.29652,355.007
0.2012749,6.276462E-05,1.22315,-0.12854,6.227459,18.18393,354.8455
0.3040609,0.001204601,1.222325,-0.1312395,7.30895,17.35163,354.8138
0.4172511,0.001295245,1.216847,-0.1394548,11.01909,18.58803,355.4485
0.5290532,0.002660927,1.203827,-0.1449295,18.06092,21.63625,356.0383
0.6403351,0.006301209,1.199599,-0.1416157,19.79412,23.73598,356.6489
0.7514553,0.01296339,1.194968,-0.1385728,21.61517,27.0152,357.0011
0.8625994,0.03695693,1.187558,-0.1406707,24.34787,39.78757,357.8623
0.9743214,0.07206674,1.178987,-0.157516,26.7676,62.14051,1.144335
1.085769,0.09679128,1.171327,-0.1847296,28.17014,83.4868,4.012681
1.197017,0.1061313,1.157387,-0.2011792,33.27561,93.07911,4.544812
1.307976,0.1079265,1.145694,-0.2016783,38.03178,93.27574,3.219141
1.419518,0.1016688,1.139193,-0.1841851,39.19789,87.01609,0.7177472
1.53093,0.08304869,1.134083,-0.1502517,40.44139,76.34952,356.5824
1.64233,0.06022301,1.134512,-0.1151046,40.73517,64.0375,349.993
1.753943,0.03695038,1.131945,-0.09760515,43.53099,54.13745,344.5846
1.865306,0.01923038,1.123447,-0.1043128,50.02869,53.78384,347.839
1.976356,0.01879058,1.1233,-0.1206894,51.25303,60.77591,356.4065
2.087798,0.02517202,1.123537,-0.1438081,50.40264,67.26707,1.523479
2.199216,0.03254682,1.122225,-0.1663206,49.2667,70.12937,1.936238
2.310481,0.03818803,1.120517,-0.1824045,48.91044,71.03142,1.31969
2.421638,0.04017168,1.117943,-0.1884447,50.70711,71.05162,0.04272611
2.533001,0.04083644,1.117499,-0.1836312,50.67818,70.10293,358.5323
2.644138,0.03851426,1.116348,-0.1717661,50.32427,70.01028,357.7355
2.755306,0.03387149,1.116437,-0.1526915,50.63364,69.10522,356.8591
2.866505,0.02375305,1.121118,-0.1203041,48.97028,61.16859,354.2725
2.977545,0.008912444,1.1279,-0.07972848,45.87381,48.59366,351.223
3.089432,-0.00726449,1.131157,-0.04595865,44.28644,38.81264,349.7007
3.200313,-0.01935834,1.129637,-0.02039035,44.73643,32.8724,349.665
3.311235,-0.02818853,1.132723,-0.0009615384,43.11718,28.79889,350.4005
3.422337,-0.03238999,1.135517,0.008681708,42.57733,27.65574,351.3288
3.533424,-0.02640077,1.135312,0.01164599,42.85402,29.28018,351.99
3.644559,-0.01198023,1.13488,0.00922686,43.3369,33.9813,353.0433
3.75596,0.008281846,1.133036,0.00196914,44.41496,40.9437,353.5666
3.867079,0.03170015,1.127123,-0.01220247,47.01394,50.97371,354.0379
3.978587,0.05146402,1.124242,-0.02872245,47.94761,60.68808,355.0895
4.0895,0.06347158,1.122426,-0.04156586,48.51129,67.84644,355.7424
4.200784,0.06910206,1.120995,-0.04684564,48.66032,71.80297,355.7101
4.311905,0.07465975,1.117275,-0.04726533,49.30631,75.80463,356.6519
4.423932,0.08346942,1.106001,-0.04216689,51.3265,78.37432,358.0892
4.534281,0.08983917,1.075869,-0.02642907,59.07624,72.04215,354.8272
4.645312,0.08912833,1.040029,-0.02079986,69.42703,58.4669,343.6684
4.756766,0.09501001,1.022153,-0.03278127,72.13053,47.027,334.0305
4.86786,0.1027418,1.016926,-0.05857822,73.0079,42.87988,332.7625
4.979008,0.1080593,1.015469,-0.09175354,74.20084,41.36184,335.7898
5.090088,0.1119815,1.016357,-0.1298334,73.49064,43.30062,340.6017
5.201459,0.1173098,1.020582,-0.1612145,71.22702,45.01324,345.3773
5.312503,0.1232704,1.021913,-0.1811692,70.56257,39.32392,343.0228
5.423787,0.1351908,1.020229,-0.1881456,70.71471,30.07732,336.6141
5.53496,0.1538034,1.016764,-0.1846077,70.93182,21.03754,330.5539
5.645709,0.1806976,1.012374,-0.1719387,70.15862,17.70361,328.9153
5.757131,0.219441,1.01043,-0.1536368,69.10653,27.31549,337.5547
5.868288,0.2680626,1.013292,-0.1314403,66.6102,41.45507,349.5913
5.97962,0.3174953,1.012611,-0.1096107,63.45107,48.1476,354.486
6.090692,0.3667983,1.002426,-0.09284567,61.14463,52.79766,356.4662
6.20188,0.416514,0.9804112,-0.07865494,60.25962,55.28714,357.3699
6.312812,0.4634019,0.9474421,-0.06713954,58.98692,57.24038,358.644
6.424062,0.5034089,0.905745,-0.0585491,58.07378,57.96444,359.0778
6.535276,0.5372669,0.8590851,-0.055159,57.40422,57.63596,358.9137
6.646385,0.5695457,0.8074011,-0.05376899,57.42528,56.7212,358.5887
